-0.14401,0.021692,0.77286,-0.74079,1.4622,-0.79761,-0.90221,0.47067,-1.6672,-0.13873,0.70652,0.59196,-0.91412,0.7102,0.85876,1.0382,-0.56797,0.64865,1.2863,0.45038,0.94371,-0.58202,-0.37912,0.11863,0.14597,1.1844,-1.2941,-1.0078,0.27814,0.72762,-0.40956,-0.58503,-1.4488,-0.93751,-0.57561,0.14223,0.1108,0.88777,-1.1837,0.62173,-0.066886,-0.18691,-2.1768,-0.4019,0.54313,0.65517,0.68533,-1.0912,-0.54453,0.54886,-0.59965,-1.2441,-0.46706,-1.6769,1.5841,0.57863,-0.57461,-0.034866,-0.92832,1.0279,-0.057117,-0.70828,1.3822,1.5401,0.686,1.6574,0.69156,-0.84912,-0.13496,0.94568,-1.4163,-0.34409,-0.43765,-0.66749,0.23827,1.7858,-0.086714,-2.4357,-0.30398,-0.064507,1.6196,0.66276,1.817,1.7145,0.2173,0.5896,0.90325,-1.3345,-0.89899,-0.95965,-0.33923,1.4522,-0.62112,0.26651,-2.0037,-0.48036,-0.94829,-0.71529,-1.4625,-0.8004,-0.194,-0.40093,1.3622,-0.93067,0.25822,0.73161,1.4182,-1.2233,2.7127,1.5482,-0.52771,2.6257,0.62585,-0.37872,-0.92768,0.10644,0.32358,0.68106,1.2293,1.2303,-2.0214,-0.38787,-0.25505,1.9555,-0.20147,-0.37708,-0.19058,-0.5629,0.17193,0.014871,-0.95089,-1.5217,-1.0791,-0.54036,0.27522,-0.44803,0.29113,1.7922,-0.96547,-0.66045,-0.33883,0.80824,1.0335,-0.42788,-0.58777,-0.20054,1.3467,-0.11114,-1.2723,1.3269,-1.6739,-1.1053,-0.8762,0.79038,1.5786,-0.61333,-1.579,-0.079821,-0.1645,-0.53554,0.89616,0.8575,-0.2019,2.4877,0.34362,0.15564,-1.5321,-2.4129,1.7788,0.37283,1.639,-0.72851,-0.41047,-0.087357,1.0726,-2.6839,-0.5419,0.46822,0.36558,1.0516,1.4521,-0.013325,0.61326,0.70306,0.21505,1.9826,-1.1393,-1.1395,-0.39566,-0.28117,-0.11393,-2.6486,-2.2452,0.33157,0.49156,-0.020179,-0.37375,1.1172,1.429,-1.242
-0.03023,0.92388,1.7004,-0.050714,-2.5317,-0.6721,-0.88316,0.53115,0.34348,0.95331,0.27134,0.90607,-1.3224,0.025771,1.8069,0.59016,0.90365,2.0053,1.9233,-0.85155,0.18556,-1.4741,-0.66013,-0.52215,0.84885,-0.81518,2.7115,-0.70621,0.96546,0.53948,-0.6485,-0.3623,-0.74173,0.4833,-1.6291,-1.3618,-1.0653,-0.69931,-0.41573,-0.25445,-0.72488,0.6607,-0.22613,-0.3614,-0.74123,0.49142,0.86229,-0.213,1.0219,0.80736,-0.061367,0.54507,0.57875,-0.7916,-0.6566,-1.2722,1.4405,-0.13753,-0.72855,0.49973,0.42415,-2.5882,-0.22145,-1.3567,2.1736,-0.60351,1.8048,-0.27764,-1.4348,0.20435,1.8254,-1.0569,-1.73,-1.2403,0.28804,0.8303,1.6152,1.5601,-1.1199,-0.95165,1.0649,1.0193,0.1594,0.48229,-0.25765,-1.7653,-1.2508,0.36617,0.029528,0.7444,1.0705,0.25953,0.5832,-1.4587,0.88543,0.77506,1.0537,1.0149,-0.50213,1.254,-1.7347,-2.3968,0.35189,-0.45528,0.8866,0.94934,0.41939,-0.4132,0.164,0.3515,1.7375,-2.1484,0.94169,-1.1549,-0.0044116,-1.2665,-1.155,-0.42889,0.3095,-1.0519,-0.55188,-0.56033,1.8408,1.8614,0.66555,0.55451,0.52391,-0.30996,-0.74939,-0.75999,0.98958,0.32362,-0.50813,-1.4281,1.6355,-0.88811,0.61769,-0.9295,-0.93435,1.1545,2.0866,0.62289,0.2882,1.466,2.229,-0.15021,-2.8192,-0.74904,-1.2572,0.095334,-0.83056,-0.51019,0.41196,0.83956,-1.2384,0.11095,0.15373,1.7633,-1.4593,-1.4845,-0.58741,-0.11466,2.3978,-0.26829,0.60082,-0.6649,0.090852,0.52758,-0.64663,-0.83916,-1.2008,-0.36205,0.58966,2.0025,-1.1543,-1.182,1.8701,-0.0022676,1.2117,-1.7348,-1.0349,1.2395,-1.232,1.522,0.11271,-3.0127,0.4426,0.86696,-0.35936,1.4385,0.038864,-0.14474,1.1759,-1.3141,0.6885,1.2374,-0.68522,-0.94999,-0.45799,0.95836
0.95374,0.023693,0.67926,0.46575,0.98875,-0.42632,-0.58714,1.4892,1.7796,0.76132,-1.4804,0.67546,0.20273,-0.20805,-0.65353,-0.17064,-0.15134,-0.8134,0.047806,-1.1724,-0.86758,-0.38709,-0.15381,-0.79789,-1.438,1.4245,0.50393,-1.0729,0.49101,-1.0321,0.95541,-0.46375,-1.5462,-0.3826,-0.27852,0.26915,0.55683,-0.9004,0.59012,-0.32039,-0.36854,0.752,0.8378,0.55658,-0.83942,-1.178,-0.47502,1.0109,-1.0896,-0.49317,-1.6748,-0.10743,-0.40935,1.635,-0.33747,-0.70589,-0.24361,0.57934,-0.56505,0.77123,-0.76611,-0.68164,1.217,-0.90188,-0.93386,1.2941,-0.25804,0.25631,-2.4819,1.8468,-2.1563,1.1437,-0.89039,-1.1824,0.22819,0.099935,-0.84165,-1.2564,-0.1913,0.89952,-0.05424,0.23501,-0.51277,-1.3822,1.0903,-0.76813,-1.2234,0.14749,-0.022935,-1.4692,-0.12541,-1.1166,-0.44226,1.5379,0.34577,0.80124,0.96691,-0.85818,-0.72981,-0.35185,0.95562,-1.5529,1.8417,-0.23107,-0.36263,2.3039,-1.2826,0.03715,0.64547,2.0859,0.99742,0.4666,0.070037,0.48486,-1.7617,-0.20128,0.62028,-0.52472,0.040531,0.60384,-0.67635,0.051057,-0.15838,0.0602,-0.65934,0.36548,-0.029465,-0.096079,0.24878,0.15221,0.68452,0.2695,-0.64244,0.60483,-0.72503,-0.36183,1.8405,-0.15244,2.4525,-1.0602,0.55424,0.39754,0.0078564,1.1108,-1.0751,-0.79654,1.9826,0.33846,-1.2429,0.15903,0.26623,0.52889,-0.68703,-0.33926,1.5593,-0.36483,-0.44955,0.17695,0.91433,0.56289,-0.20959,2.0592,1.1021,1.1106,-0.2999,-0.20385,0.58659,1.1317,-0.60683,-0.039939,1.3484,0.65501,0.73395,0.22065,-1.1749,-1.0297,0.174,1.2258,1.1863,0.13745,-0.01615,0.088891,0.05072,1.2474,-0.47112,-1.9978,0.67063,0.086499,0.50784,-1.1643,-0.81107,1.13,-0.43698,-1.9294,-0.19926,-3.1047,-1.3574,0.91173,0.34454,1.3113
-1.0787,0.90445,-0.30945,-1.4979,1.6595,0.55834,-1.121,0.66635,1.0284,-1.0705,-1.4238,-0.37352,-0.84279,-0.97116,-0.053533,0.3225,0.61274,0.31858,0.85061,0.74582,-1.4089,-0.36324,0.78086,-0.16502,-0.19085,0.28915,-0.13645,0.78981,0.91337,-0.20115,-0.75897,0.20887,1.2924,1.1541,0.68418,0.013856,0.27547,1.2325,-1.514,0.48717,-0.34551,-2.2066,0.55828,-0.16424,-0.65002,-0.67387,-0.98316,-0.11882,0.86582,-0.52706,-0.12696,-1.0665,-0.16816,-0.053354,-0.73924,0.94229,0.074128,1.1345,-0.094698,-1.4786,0.61126,0.27945,0.24581,-0.35479,0.12306,-1.0045,1.0773,-0.025051,1.8909,-2.0959,0.51689,1.5557,-1.6319,1.5711,-0.035708,-0.41966,1.4544,0.97441,0.65849,0.63048,-0.79659,-1.1258,0.1166,-0.78112,-0.070127,0.64382,-1.0108,-1.0665,1.4568,-1.7475,0.62268,0.48826,-1.2453,1.3214,-0.33148,0.4001,-0.16957,-1.2216,1.2481,-0.96969,-0.13358,-0.16604,-1.0546,-1.3815,0.11223,1.8402,0.575,-0.060203,1.2232,-0.62729,1.5202,-1.8882,-1.2651,-1.1306,0.92313,-0.71955,-0.5655,1.7531,-1.0425,1.4312,-0.95521,-0.77244,-0.27414,1.039,-0.67935,1.2486,-1.6491,-0.94423,1.4888,0.82348,-0.59696,-0.68586,-0.82103,-0.12152,-1.4027,-0.67062,1.0892,-0.10537,-0.22815,-1.4266,-0.75295,-0.42832,0.68598,-0.053829,-0.855,-1.6297,0.020289,1.1608,-1.1603,-0.46651,-0.26809,0.35523,0.20978,1.4126,-0.98271,1.2686,-0.71814,0.5724,-0.811,-0.13409,-0.11838,-1.1537,0.9914,0.59182,0.083928,-0.58128,0.6235,-1.0005,-1.0514,1.2815,-0.167,0.010601,-0.39874,-0.8865,1.7495,0.24546,1.0985,0.81745,0.31189,-0.9372,-0.10059,-3.0024,-2.0892,-1.0373,0.40177,0.49081,-0.093441,-1.3423,1.3127,-1.436,0.044904,-1.9517,1.5177,-0.73635,-0.24843,1.1769,-0.2968,-0.93525,0.29733,0.94885
-0.22656,0.77472,1.7663,-0.36489,-0.077906,0.59124,0.058766,1.2693,0.74246,0.26528,0.21703,0.14693,0.21099,-0.3815,-0.12206,2.0693,0.29906,0.28936,0.6997,0.95553,-0.059878,-0.85202,0.0047918,2.7683,-1.4198,1.2894,-0.89074,2.0749,-0.35113,1.7531,-0.16225,-2.1174,0.38869,0.25944,-0.33037,-1.3796,-1.0937,1.1534,2.4048,-1.6214,-0.67925,-1.0475,-0.95049,-0.54436,-0.28664,-1.7209,-0.13279,-0.65895,0.13974,0.14115,1.548,-0.23714,-2.6334,-0.88084,1.5289,-1.6069,-0.69577,1.1192,-0.44728,-0.75268,-1.6551,-0.8745,-1.2405,-0.60372,0.6446,-2.827,-0.089579,-1.3088,0.38932,-1.299,-0.25654,-0.33177,0.2902,0.90222,0.53714,-0.016194,0.33049,-0.18707,-1.633,-1.0748,0.088892,-0.40609,-0.15058,-0.43124,-0.3968,0.45866,1.9634,-0.59787,0.41592,0.51572,0.2308,-0.1626,-0.25455,-0.2648,-0.33122,-0.8656,0.22759,-1.7459,-0.48569,-0.37868,-1.6936,-0.59631,-0.84247,-0.84099,0.63405,-1.4192,0.84541,0.21722,1.3435,-0.21808,-0.13556,-0.58329,-2.2731,1.1822,-0.10556,0.059941,-0.62707,-1.5359,-0.12694,-0.4162,-0.47567,0.87251,-0.39449,-1.2281,-0.34726,-0.31015,0.75473,0.80195,-0.17544,0.15852,1.2394,0.63908,-2.3874,-0.81231,-0.68069,-1.6551,1.1654,-0.28948,2.0592,-1.8346,-0.84644,-1.3152,-1.4596,1.7098,0.92364,-0.77532,-0.459,-1.6103,0.19719,-0.014227,-0.17864,0.013482,-2.6298,-0.45675,-1.2541,-0.23627,0.46649,-1.084,-0.14174,1.041,-0.86507,1.1166,2.5086,-0.29564,0.53486,0.13884,-1.3891,0.24582,0.30236,0.85057,0.4832,1.4078,-0.36223,0.047347,-0.62276,1.1664,0.6358,-0.45914,-0.69017,0.23703,-0.12953,-2.5631,-0.84983,0.14292,1.5188,-0.9709,1.2561,-0.40274,1.2438,-0.54705,2.039,0.19801,-1.5319,0.56514,-0.49823,-0.88292,1.313,-0.87663,-0.27448,-0.48154
0.3188,-0.72199,0.42368,0.20608,-0.089533,-0.5969,-2.3296,0.91652,-0.15499,-0.32274,0.42663,-0.34878,0.33211,1.1738,-0.62365,0.77013,1.4618,-0.60115,0.73008,0.36322,-0.64514,-0.23693,0.73707,0.57765,-0.45896,-1.4886,-0.30211,0.34744,2.469,0.44313,-0.40167,0.28929,-2.5936,0.078998,-0.66229,-1.0487,-1.3123,-0.88487,-0.12578,-1.1432,1.1667,0.94814,-0.19742,0.67668,-0.94118,-1.5828,-0.14295,0.8129,-1.0226,-1.0201,-1.6915,-0.02247,-0.98292,-0.14828,-0.38598,-0.39426,-0.57592,1.7473,-0.20957,-1.5365,-0.25924,-0.73649,0.65947,0.46122,0.84434,-0.87709,-0.60769,-0.043238,-0.12208,1.1039,1.341,-0.54026,0.25499,-0.93984,-0.39092,1.0569,0.56736,-0.75958,0.67568,1.2185,2.0278,-0.54502,0.5162,0.34585,0.12065,0.2056,1.4402,-0.29667,-0.75892,0.41525,0.59016,-0.59208,0.59747,-0.83657,-0.5727,-0.030164,-1.7173,1.046,1.0115,1.3867,0.35763,0.99418,-0.46745,-0.8081,-0.84462,0.91519,0.36152,-0.052696,1.7297,-1.4522,0.22891,0.32287,0.59728,0.3169,0.17626,-0.66824,-0.22731,-2.1196,0.61762,-2.0593,-0.83615,-0.95427,-1.2356,-0.52189,-0.93835,2.4076,0.45381,-1.1669,-0.26734,1.115,1.3164,-0.34486,-0.75563,-0.62914,-0.45665,-0.20743,1.2836,-1.1812,-0.17827,-1.2322,-1.5726,0.57765,0.89502,-0.48358,-0.4022,-0.58916,-1.1548,0.74714,-0.48662,0.057354,0.29888,2.0395,-0.47639,-1.0954,-0.39138,0.84546,1.4157,1.4285,-0.85989,-1.144,-0.072937,1.4614,-1.4237,0.68368,-0.20705,-0.03082,-1.2858,-0.26013,0.048427,-0.53917,-1.277,-0.20224,0.32556,-1.4841,-1.1082,0.47906,-0.46613,3.1321,1.1622,2.1118,-1.4081,-0.43342,0.75023,-0.80544,-1.0068,-1.04,0.22716,-1.0783,-0.74829,1.3619,1.5236,0.23237,-0.57964,-0.73265,0.96484,0.98231,0.70818,-0.10356,-0.22067,-0.99997
0.83911,-2.1131,0.029227,-0.044302,-0.51396,-0.17148,1.215,-0.40572,-0.51783,-0.96826,-2.3933,-0.35308,-0.38572,-0.3018,1.0653,-0.83977,-0.25494,-0.19633,0.26096,-1.5187,-0.61224,1.1309,-0.27129,-1.0536,-0.020515,2.0007,-0.51352,1.3326,-0.42014,-0.1908,0.95719,0.39716,-0.34081,0.0096575,0.51503,-0.7719,-0.89651,0.35096,-0.30788,0.92692,-0.061356,-0.42385,-0.69223,0.3078,0.13259,0.65026,1.6399,-0.063748,-0.12164,-1.8909,0.83487,0.058527,-0.092009,0.93267,2.07,-0.39288,1.2794,0.63152,-0.042297,1.2715,-0.59503,-1.2063,1.7103,1.2549,1.4183,0.60321,0.58052,0.79262,2.5541,-0.72307,-0.80281,-0.28653,1.7869,-0.12542,-0.46603,-0.036768,0.0093994,0.37792,-2.2348,-1.5094,-0.98652,0.58769,-1.358,-0.67229,-0.99832,0.66375,0.35504,-0.19914,1.0661,-0.86403,1.0183,0.047864,0.46866,0.068751,-0.18492,-1.3388,0.00084505,0.18637,1.0202,-0.94139,-1.2023,-1.5927,1.2956,0.30545,0.54212,1.7739,1.1646,-1.0255,-0.69515,1.0374,-1.6035,0.21263,-0.28507,0.67654,0.19156,-0.23347,0.38093,-2.4122,0.4367,0.3664,-0.68275,-0.46803,0.088383,-1.2459,2.0037,-0.54225,-0.40108,-1.1966,-0.082671,0.24275,1.0346,-0.28222,0.2421,0.75887,0.62536,0.26852,0.81028,-2.5618,0.63631,0.55398,0.82419,1.5323,0.38566,1.0692,1.9987,-1.2539,0.056485,-0.26709,-1.2988,0.75271,0.08477,1.0027,-0.11532,-1.2819,-0.85933,-0.83495,-0.42577,-0.073442,0.50911,-0.38686,-1.7166,0.52902,-0.7735,-0.062935,0.64256,1.0179,-2.3696,-1.1056,-1.8005,-0.071424,0.40058,-0.059379,-0.60789,-1.9254,-0.40204,-0.27134,0.05157,0.015923,1.7074,0.1321,-1.0661,-1.1173,0.70134,-0.18423,0.56822,-0.25663,0.96174,-1.0014,-1.2486,1.6777,0.23682,-0.91329,-0.521,0.12742,-0.94404,-0.28875,-0.51932,-0.11522,-0.96107,-0.94092
-1.7726,-0.32972,-0.078855,0.76689,0.67348,1.0863,1.5816,-0.26322,0.0060282,0.69927,2.6686,-1.3675,0.83229,-1.4826,0.055802,-0.52791,0.022348,-0.91548,0.46566,1.3576,3.0072,0.88614,0.6361,0.46421,-2.3965,-1.1773,-0.63288,-1.8204,1.0553,0.4061,2.1621,0.19271,-0.54533,-0.78905,1.2054,-0.44434,-0.93617,0.21169,-0.28517,0.26077,0.011642,0.13742,-1.6214,-0.78924,-0.35329,-0.48557,-0.024744,-2.1484,0.39115,-0.99156,-1.1721,0.074586,-0.95924,-0.30639,-0.27101,-0.96557,0.12931,-0.84042,0.86807,2.6454,0.50618,0.81559,-1.6799,1.4377,0.62879,0.38853,0.41577,-0.66212,-1.6942,-1.9067,1.0113,1.6995,0.03389,-1.1506,0.45806,0.44365,-0.55529,-1.7206,-0.87397,1.2988,-0.22915,-1.3499,0.66709,1.6162,1.3894,-0.051473,-1.4645,0.48017,-0.1593,1.5397,-0.6319,-0.22558,0.28459,-0.85896,1.4261,-0.23477,-1.081,-2.2178,1.0165,1.2369,-0.68924,1.6144,-0.29713,-0.042075,-1.4167,1.046,-0.028435,-0.31169,-1.483,-0.0051152,0.63064,-0.51316,1.0933,1.0008,-0.11768,0.94423,-0.1414,0.52869,2.1118,1.2253,-0.86725,0.70557,0.64869,-1.535,-0.27195,-0.036226,-1.5781,1.3738,-0.61391,-1.0473,1.4344,-1.4841,0.538,0.81768,-1.234,-0.64189,-0.53429,-0.010633,-1.0629,0.67389,0.031022,0.68075,1.4509,-1.6497,-0.46359,1.1631,0.2572,0.67476,1.8366,-0.72478,0.75464,-0.67,-1.276,-0.52904,1.2009,0.091844,0.53004,0.1192,0.0010039,-0.083081,-0.77326,-0.20912,0.25788,-0.56595,-1.9496,-1.6278,1.1712,0.51432,0.59399,0.35014,0.98203,0.51264,-0.26036,-0.39912,1.7488,-1.217,-1.297,0.4692,-1.2244,-0.54542,-1.0957,-0.29014,1.7535,0.1897,-0.90729,1.4395,0.89091,-0.44214,1.4705,-1.0899,-0.36725,0.090781,1.4047,1.1607,0.61769,0.70257,-0.87172,0.69901,-0.1599,1.1064
-1.2563,-0.73682,0.87694,1.7778,0.32669,-1.0869,-1.6242,0.35684,0.3683,-0.11798,-1.9259,-0.081482,-1.5031,-1.126,-0.20046,1.0153,-0.38396,0.038578,-0.51214,-0.4387,0.1188,-0.75466,-0.78088,-0.43169,-0.8172,0.77559,1.8721,-0.68185,-0.17708,-0.34863,-0.93843,-1.1001,-0.59791,0.43147,-0.86655,-0.0015968,2.0368,1.2125,1.5065,-0.30018,-0.50906,0.8184,0.45893,-1.1336,1.0408,-1.2122,2.4326,1.3307,-0.58186,0.40584,-1.2599,-1.5395,-0.43204,-0.545,-0.36406,-0.60349,-0.14623,-0.8516,-0.80465,-0.29217,1.0031,1.8186,0.30073,0.68001,-0.39943,0.26346,0.17981,-1.0463,-0.10688,1.3023,0.27061,-2.1379,0.64586,-0.22786,-0.076999,-0.58145,-0.51054,-0.95623,-0.84403,0.33169,0.61136,2.373,-0.20319,-1.1891,-1.1629,-0.069181,-0.46262,-0.4885,0.13485,0.4464,0.7841,1.0912,-0.22449,-0.20513,-1.6545,0.38573,1.4988,3.789,1.0909,0.53573,0.066586,-0.017215,-0.95457,-0.046221,-0.42618,1.1518,-0.48747,0.086956,1.358,2.0825,-0.13664,0.28773,-1.8827,-0.57748,-0.64182,0.53382,-1.1592,0.96809,-0.35711,-0.58193,-0.47122,-0.0635,0.58214,-1.1497,0.80223,0.11959,-0.4992,0.40777,-0.59298,-0.21317,-1.4105,-0.55579,-1.8892,-0.46252,-0.69493,-0.36328,0.50257,-0.59201,0.93055,1.923,1.0935,-0.73537,0.4553,0.77216,-0.8773,1.3479,-0.29008,-0.61514,-0.13435,2.0418,-0.24371,-0.76211,-0.4916,-0.89167,-1.0017,0.90747,-0.37564,0.9734,-0.6143,-0.76177,-0.92739,0.23537,-0.91381,-0.32851,-0.65106,-0.070747,-0.73265,0.082544,0.28995,0.32317,0.31613,0.079332,-2.2545,-0.080126,-0.37906,-0.50131,-0.4028,-1.3757,-0.07457,0.55935,0.070184,0.44428,0.72991,-0.43675,-0.16386,0.42727,0.66096,-0.32948,1.5451,-0.037554,-0.31193,-0.75514,-1.6266,2.0601,0.27188,-1.0601,-2.4185,-0.748,-0.17914,-2.3767
0.20378,-0.20628,1.6,-0.41758,-0.90603,0.51587,0.63256,-0.99467,0.34812,0.36948,0.81968,0.64638,0.91867,0.6576,-0.31624,-1.2046,-0.30894,0.20106,1.9725,0.64096,-1.1888,0.071404,0.66598,0.99328,1.6687,-0.03173,1.3165,0.34909,-0.18951,0.46176,0.86425,-0.72135,-1.7979,-0.60336,-0.41256,0.26506,-0.74386,0.53,1.6727,0.62752,-1.8935,-0.093486,0.98957,-0.72822,-1.1911,0.31525,0.15248,0.017629,-1.4621,1.3333,-2.422,-0.49525,-2.0479,-0.39843,-0.097508,0.73851,0.59118,-0.20329,0.90272,-0.12136,1.1917,-0.96079,0.48871,0.23899,0.2232,0.3199,-1.0484,-0.012528,0.96409,1.54,-1.4674,0.18685,-0.37064,-0.6535,0.10252,1.2641,0.017691,-0.23226,1.0414,-0.63695,0.60552,0.27265,0.76592,-0.76975,0.47241,-0.45776,0.85067,-0.54167,-1.4911,-1.7004,1.2079,0.51563,1.0499,2.1496,1.304,1.5506,0.15017,-1.8498,0.61527,0.11224,-0.5107,0.77401,-2.0406,-1.4798,-0.69376,-0.62653,-0.42684,1.4101,-0.14085,0.75038,0.20597,-0.015437,-0.62698,-0.11614,-0.60336,-1.6411,-1.4675,-0.34938,-1.134,0.64431,-1.9471,-0.62842,0.8448,0.66335,-0.51979,2.3597,0.18404,-1.3743,0.85669,2.0105,-0.23843,-0.75538,0.6062,-1.2849,1.0092,0.56753,0.67307,1.8152,1.3138,1.4341,1.1139,-0.42025,0.61271,-0.77297,0.0087896,-0.27569,0.4292,0.19725,0.48005,0.8609,-0.56626,0.44587,0.69614,1.4224,1.1364,-0.45566,0.14708,0.12905,-0.37654,0.048825,-1.0274,0.77761,0.089463,0.55267,1.9921,0.21204,1.1228,0.48831,1.3061,0.1929,0.59237,-0.66385,0.22248,-0.22365,-0.17992,1.9408,-0.82835,0.31177,0.74957,-0.69395,0.76364,1.3847,-0.53709,-1.6585,0.073982,0.61128,-0.46454,-1.8335,0.63548,1.0117,-0.94806,2.1596,1.1808,0.07551,0.20062,0.33471,0.611,-1.1546,0.36318,0.50286
