0,0.99686,2.2009,2.5939,0.30078,0.95122,-2.0776,-0.11748,0.65542,-0.405,1.5059,0.97203,-0.5316,-0.099653,-0.7975,0.12016,0.50862,-0.52975,1.283,-0.23055
0.99686,0,-0.21203,0.64083,0.037211,0.63389,-0.17606,1.8746,0.66326,-0.56638,0.82143,1.0198,-0.959,0.31192,0.18947,-1.5417,0.030793,-0.34966,0.4267,1.121
2.2009,-0.21203,0,-0.49109,0.12763,0.074867,0.6411,0.23939,-1.1813,-1.9269,0.38772,0.31241,0.47301,0.21466,0.12853,0.24628,0.65156,-0.12855,0.61072,-0.30542
2.5939,0.64083,-0.49109,0,-0.87528,-0.96681,-1.5093,-0.75364,0.28857,0.96328,-1.0617,-0.052045,-0.58229,-0.60955,0.39127,-0.26457,0.65431,1.5511,-0.23734,-1.4167
0.30078,0.037211,0.12763,-0.87528,0,0.34563,0.32427,-1.6113,0.57139,-0.93224,1.2645,-0.36255,-0.73246,1.3243,-0.43336,-0.81534,-1.0477,2.1772,-0.34373,-0.73695
0.95122,0.63389,0.074867,-0.96681,0.34563,0,-0.13159,0.34508,-0.38946,-0.45588,-1.0139,-1.9615,0.72522,-1.5149,1.5064,-0.54866,0.28579,-0.18087,0.31085,-0.51679
-2.0776,-0.17606,0.6411,-1.5093,0.32427,-0.13159,0,-1.1343,0.49829,-0.85931,1.4108,-0.6387,1.1502,-1.9772,0.16763,-1.5344,1.5335,-0.61737,-0.82391,0.58099
-0.11748,1.8746,0.23939,-0.75364,-1.6113,0.34508,-1.1343,0,-0.77278,0.28025,-0.075159,0.98771,0.77208,0.18965,0.12041,-0.98463,-0.40346,1.0759,0.51974,0.3576
0.65542,0.66326,-1.1813,0.28857,0.57139,-0.38946,0.49829,-0.77278,0,-0.4856,-0.62326,0.62458,1.1056,-0.91503,0.049774,-0.085486,0.74441,0.34804,0.14631,-1.0869
-0.405,-0.56638,-1.9269,0.96328,-0.93224,-0.45588,-0.85931,0.28025,-0.4856,0,1.0828,-0.74016,0.31214,1.6488,-0.084598,-0.5524,0.23944,0.1712,-1.1833,0.47749
1.5059,0.82143,0.38772,-1.0617,1.2645,-1.0139,1.4108,-0.075159,-0.62326,1.0828,0,-1.1172,1.9331,-0.82604,-0.52302,1.0242,0.21768,0.46858,0.00060154,-0.35296
0.97203,1.0198,0.31241,-0.052045,-0.36255,-1.9615,-0.6387,0.98771,0.62458,-0.74016,-1.1172,0,1.2725,-0.36288,-0.17982,1.2631,0.25204,0.32309,0.15924,0.087015
-0.5316,-0.959,0.47301,-0.58229,-0.73246,0.72522,1.1502,0.77208,1.1056,0.31214,1.9331,1.2725,0,-0.10718,0.44517,1.0247,-1.9524,-0.67867,0.58689,-0.049657
-0.099653,0.31192,0.21466,-0.60955,1.3243,-1.5149,-1.9772,0.18965,-0.91503,1.6488,-0.82604,-0.36288,-0.10718,0,-1.8923,2.6647,0.15297,0.77912,-0.11374,-0.26368
-0.7975,0.18947,0.12853,0.39127,-0.43336,1.5064,0.16763,0.12041,0.049774,-0.084598,-0.52302,-0.17982,0.44517,-1.8923,0,1.5416,-0.93448,0.41748,-1.2163,0.065649
0.12016,-1.5417,0.24628,-0.26457,-0.81534,-0.54866,-1.5344,-0.98463,-0.085486,-0.5524,1.0242,1.2631,1.0247,2.6647,1.5416,0,-1.9441,-0.16871,-0.70798,-0.010898
0.50862,0.030793,0.65156,0.65431,-1.0477,0.28579,1.5335,-0.40346,0.74441,0.23944,0.21768,0.25204,-1.9524,0.15297,-0.93448,-1.9441,0,-0.8926,-0.60367,-0.86271
-0.52975,-0.34966,-0.12855,1.5511,2.1772,-0.18087,-0.61737,1.0759,0.34804,0.1712,0.46858,0.32309,-0.67867,0.77912,0.41748,-0.16871,-0.8926,0,-0.089238,0.02789
1.283,0.4267,0.61072,-0.23734,-0.34373,0.31085,-0.82391,0.51974,0.14631,-1.1833,0.00060154,0.15924,0.58689,-0.11374,-1.2163,-0.70798,-0.60367,-0.089238,0,0.44101
-0.23055,1.121,-0.30542,-1.4167,-0.73695,-0.51679,0.58099,0.3576,-1.0869,0.47749,-0.35296,0.087015,-0.049657,-0.26368,0.065649,-0.010898,-0.86271,0.02789,0.44101,0
